Subject,Start Date,Start Time,End Date,End Time,All Day Event,Location
CPEG622010,04/07/2016,11:00 AM,04/07/2016,12:15 PM,False,SHL103
CPEG622010,04/12/2016,11:00 AM,04/12/2016,12:15 PM,False,SHL103
CPEG622010,04/14/2016,11:00 AM,04/14/2016,12:15 PM,False,SHL103
CPEG622010,04/19/2016,11:00 AM,04/19/2016,12:15 PM,False,SHL103
CPEG622010,04/21/2016,11:00 AM,04/21/2016,12:15 PM,False,SHL103
CPEG622010,04/26/2016,11:00 AM,04/26/2016,12:15 PM,False,SHL103
CPEG622010,04/28/2016,11:00 AM,04/28/2016,12:15 PM,False,SHL103
CPEG622010,05/03/2016,11:00 AM,05/03/2016,12:15 PM,False,SHL103
CPEG622010,05/05/2016,11:00 AM,05/05/2016,12:15 PM,False,SHL103
CPEG622010,05/10/2016,11:00 AM,05/10/2016,12:15 PM,False,SHL103
CPEG622010,05/12/2016,11:00 AM,05/12/2016,12:15 PM,False,SHL103
CPEG622010,05/17/2016,11:00 AM,05/17/2016,12:15 PM,False,SHL103
ENGL312018,02/08/2016,6:30 PM,02/08/2016,7:45 PM,False,MEM049
ENGL312018,02/10/2016,6:30 PM,02/10/2016,7:45 PM,False,MEM049
ENGL312018,02/15/2016,6:30 PM,02/15/2016,7:45 PM,False,MEM049
ENGL312018,02/17/2016,6:30 PM,02/17/2016,7:45 PM,False,MEM049
ENGL312018,02/22/2016,6:30 PM,02/22/2016,7:45 PM,False,MEM049
ENGL312018,02/24/2016,6:30 PM,02/24/2016,7:45 PM,False,MEM049
ENGL312018,02/29/2016,6:30 PM,02/29/2016,7:45 PM,False,MEM049
ENGL312018,03/02/2016,6:30 PM,03/02/2016,7:45 PM,False,MEM049
ENGL312018,03/07/2016,6:30 PM,03/07/2016,7:45 PM,False,MEM049
ENGL312018,03/09/2016,6:30 PM,03/09/2016,7:45 PM,False,MEM049
ENGL312018,03/14/2016,6:30 PM,03/14/2016,7:45 PM,False,MEM049
ENGL312018,03/16/2016,6:30 PM,03/16/2016,7:45 PM,False,MEM049
ENGL312018,03/21/2016,6:30 PM,03/21/2016,7:45 PM,False,MEM049
ENGL312018,03/23/2016,6:30 PM,03/23/2016,7:45 PM,False,MEM049
ENGL312018,04/04/2016,6:30 PM,04/04/2016,7:45 PM,False,MEM049
ENGL312018,04/06/2016,6:30 PM,04/06/2016,7:45 PM,False,MEM049
ENGL312018,04/11/2016,6:30 PM,04/11/2016,7:45 PM,False,MEM049
