Subject,Start Date,Start Time,End Date,End Time,All Day Event,Location
ELEG310010,03/17/2015,9:30 AM,03/17/2015,10:45 AM,False,GOR104
ELEG310010,03/19/2015,9:30 AM,03/19/2015,10:45 AM,False,GOR104
ELEG310010,03/24/2015,9:30 AM,03/24/2015,10:45 AM,False,GOR104
ELEG310010,03/26/2015,9:30 AM,03/26/2015,10:45 AM,False,GOR104
ELEG310010,04/07/2015,9:30 AM,04/07/2015,10:45 AM,False,GOR104
ELEG310010,04/09/2015,9:30 AM,04/09/2015,10:45 AM,False,GOR104
ELEG310010,04/14/2015,9:30 AM,04/14/2015,10:45 AM,False,GOR104
ELEG310010,04/16/2015,9:30 AM,04/16/2015,10:45 AM,False,GOR104
ELEG310010,04/21/2015,9:30 AM,04/21/2015,10:45 AM,False,GOR104
ELEG310010,04/23/2015,9:30 AM,04/23/2015,10:45 AM,False,GOR104
ELEG310010,04/28/2015,9:30 AM,04/28/2015,10:45 AM,False,GOR104
ELEG310010,04/30/2015,9:30 AM,04/30/2015,10:45 AM,False,GOR104
ELEG310010,05/05/2015,9:30 AM,05/05/2015,10:45 AM,False,GOR104
ELEG310010,05/07/2015,9:30 AM,05/07/2015,10:45 AM,False,GOR104
ELEG310010,05/12/2015,9:30 AM,05/12/2015,10:45 AM,False,GOR104
ELEG310010,05/14/2015,9:30 AM,05/14/2015,10:45 AM,False,GOR104
ELEG492010,02/09/2015,6:00 PM,02/09/2015,8:30 PM,False,ISE202
ELEG492010,02/16/2015,6:00 PM,02/16/2015,8:30 PM,False,ISE202
ELEG492010,02/23/2015,6:00 PM,02/23/2015,8:30 PM,False,ISE202
ELEG492010,03/02/2015,6:00 PM,03/02/2015,8:30 PM,False,ISE202
ELEG492010,03/09/2015,6:00 PM,03/09/2015,8:30 PM,False,ISE202
ELEG492010,03/16/2015,6:00 PM,03/16/2015,8:30 PM,False,ISE202
ELEG492010,03/23/2015,6:00 PM,03/23/2015,8:30 PM,False,ISE202
ELEG492010,04/06/2015,6:00 PM,04/06/2015,8:30 PM,False,ISE202
ELEG492010,04/13/2015,6:00 PM,04/13/2015,8:30 PM,False,ISE202
ELEG492010,04/20/2015,6:00 PM,04/20/2015,8:30 PM,False,ISE202
ELEG492010,04/27/2015,6:00 PM,04/27/2015,8:30 PM,False,ISE202
ELEG492010,05/04/2015,6:00 PM,05/04/2015,8:30 PM,False,ISE202
ELEG492010,05/11/2015,6:00 PM,05/11/2015,8:30 PM,False,ISE202
ELEG492010,05/18/2015,6:00 PM,05/18/2015,8:30 PM,False,ISE202
MATH342010,02/09/2015,11:15 AM,02/09/2015,12:05 PM,False,ISE202
MATH342010,02/11/2015,11:15 AM,02/11/2015,12:05 PM,False,ISE202
MATH342010,02/13/2015,11:15 AM,02/13/2015,12:05 PM,False,ISE202
MATH342010,02/16/2015,11:15 AM,02/16/2015,12:05 PM,False,ISE202
MATH342010,02/18/2015,11:15 AM,02/18/2015,12:05 PM,False,ISE202
MATH342010,02/20/2015,11:15 AM,02/20/2015,12:05 PM,False,ISE202
MATH342010,02/23/2015,11:15 AM,02/23/2015,12:05 PM,False,ISE202
MATH342010,02/25/2015,11:15 AM,02/25/2015,12:05 PM,False,ISE202
MATH342010,02/27/2015,11:15 AM,02/27/2015,12:05 PM,False,ISE202
MATH342010,03/02/2015,11:15 AM,03/02/2015,12:05 PM,False,ISE202
MATH342010,03/04/2015,11:15 AM,03/04/2015,12:05 PM,False,ISE202
MATH342010,03/06/2015,11:15 AM,03/06/2015,12:05 PM,False,ISE202
MATH342010,03/09/2015,11:15 AM,03/09/2015,12:05 PM,False,ISE202
MATH342010,03/11/2015,11:15 AM,03/11/2015,12:05 PM,False,ISE202
MATH342010,03/13/2015,11:15 AM,03/13/2015,12:05 PM,False,ISE202
MATH342010,03/16/2015,11:15 AM,03/16/2015,12:05 PM,False,ISE202
MATH342010,03/18/2015,11:15 AM,03/18/2015,12:05 PM,False,ISE202
MATH342010,03/20/2015,11:15 AM,03/20/2015,12:05 PM,False,ISE202
MATH342010,03/23/2015,11:15 AM,03/23/2015,12:05 PM,False,ISE202
MATH342010,03/25/2015,11:15 AM,03/25/2015,12:05 PM,False,ISE202
MATH342010,03/27/2015,11:15 AM,03/27/2015,12:05 PM,False,ISE202
MATH342010,04/06/2015,11:15 AM,04/06/2015,12:05 PM,False,ISE202
MATH342010,04/08/2015,11:15 AM,04/08/2015,12:05 PM,False,ISE202
MATH342010,04/10/2015,11:15 AM,04/10/2015,12:05 PM,False,ISE202
MATH342010,04/13/2015,11:15 AM,04/13/2015,12:05 PM,False,ISE202
MATH342010,04/15/2015,11:15 AM,04/15/2015,12:05 PM,False,ISE202
MATH342010,04/17/2015,11:15 AM,04/17/2015,12:05 PM,False,ISE202
MATH342010,04/20/2015,11:15 AM,04/20/2015,12:05 PM,False,ISE202
MATH342010,04/22/2015,11:15 AM,04/22/2015,12:05 PM,False,ISE202
MATH342010,04/24/2015,11:15 AM,04/24/2015,12:05 PM,False,ISE202
MATH342010,04/27/2015,11:15 AM,04/27/2015,12:05 PM,False,ISE202
MATH342010,04/29/2015,11:15 AM,04/29/2015,12:05 PM,False,ISE202
MATH342010,05/01/2015,11:15 AM,05/01/2015,12:05 PM,False,ISE202
MATH342010,05/04/2015,11:15 AM,05/04/2015,12:05 PM,False,ISE202
MATH342010,05/06/2015,11:15 AM,05/06/2015,12:05 PM,False,ISE202
MATH342010,05/08/2015,11:15 AM,05/08/2015,12:05 PM,False,ISE202
MATH342010,05/11/2015,11:15 AM,05/11/2015,12:05 PM,False,ISE202
MATH342010,05/13/2015,11:15 AM,05/13/2015,12:05 PM,False,ISE202
MATH342010,05/15/2015,11:15 AM,05/15/2015,12:05 PM,False,ISE202
MATH342010,05/18/2015,11:15 AM,05/18/2015,12:05 PM,False,ISE202
Spring Break,03/30/2015,12:00 AM,03/30/2015,11:59 PM,True, 
Spring Break,03/31/2015,12:00 AM,03/31/2015,11:59 PM,True, 
Spring Break,04/01/2015,12:00 AM,04/01/2015,11:59 PM,True, 
Spring Break,04/02/2015,12:00 AM,04/02/2015,11:59 PM,True, 
Spring Break,04/03/2015,12:00 AM,04/03/2015,11:59 PM,True, 
